timestamp,elapsed_time,alpha,alpha_geo,alpha_vel,alpha_alignment,Q_norm,R_norm,K_norm
1772465829.050731,0.765777,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.048620
1772465829.063243,0.778289,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.996874
1772465829.074930,0.789975,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.996840
1772465829.088307,0.803353,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.087508
1772465829.100638,0.815684,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.042148
1772465829.112613,0.827659,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.984760
1772465829.124963,0.840009,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.042709
1772465829.137705,0.852751,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.092169
1772465829.150120,0.865166,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.010944
1772465829.163302,0.878348,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.060108
1772465829.175103,0.890148,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.008345
1772465829.188381,0.903427,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.096166
1772465829.200860,0.915906,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.002664
1772465829.213795,0.928840,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.051916
1772465829.226304,0.941350,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.986311
1772465829.238056,0.953102,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.974042
1772465829.251253,0.966299,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.099751
1772465829.264532,0.979578,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.078681
1772465829.275701,0.990746,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.963253
1772465829.287877,1.002923,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.008208
1772465829.301324,1.016370,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.118249
1772465829.313045,1.028090,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.994572
1772465829.325743,1.040789,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.036220
1772465829.338166,1.053212,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.068852
1772465829.350504,1.065550,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.023169
1772465829.363226,1.078272,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.036829
1772465829.375515,1.090561,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.021918
1772465829.387791,1.102837,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.034285
1772465829.400260,1.115306,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.065618
1772465829.413465,1.128510,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.050060
1772465829.425704,1.140750,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.027312
1772465829.438668,1.153713,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.040047
1772465829.450906,1.165952,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.062474
1772465829.463999,1.179045,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.995638
1772465829.475579,1.190624,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.967320
1772465829.488367,1.203413,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.056885
1772465829.501012,1.216058,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.062336
1772465829.513221,1.228266,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.039580
1772465829.525339,1.240384,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.049787
1772465829.538087,1.253133,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.051411
1772465829.549996,1.265041,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.029095
1772465829.563037,1.278083,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.057343
1772465829.576126,1.291172,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.080540
1772465829.588122,1.303167,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.005249
1772465829.600915,1.315961,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.037752
1772465829.613991,1.329037,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.066661
1772465829.625944,1.340990,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.952868
1772465829.638534,1.353580,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.029445
1772465829.651124,1.366170,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.034913
1772465829.663556,1.378601,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.023768
1772465829.675704,1.390750,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.023877
1772465829.688221,1.403267,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.048792
1772465829.700798,1.415844,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.057948
1772465829.712960,1.428005,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.046722
1772465829.725964,1.441010,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.061691
1772465829.738694,1.453739,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.063429
1772465829.749927,1.464973,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.940843
1772465829.763053,1.478099,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.071958
1772465829.776179,1.491225,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.111433
1772465829.788401,1.503447,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.031098
1772465829.800222,1.515268,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.954199
1772465829.813221,1.528267,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.092784
1772465829.825268,1.540314,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.992989
1772465829.838231,1.553277,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.049664
1772465829.851529,1.566575,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.122200
1772465829.863428,1.578474,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.965948
1772465829.875491,1.590537,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.969239
1772465829.888252,1.603297,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.089088
1772465829.901372,1.616418,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.096617
1772465829.912762,1.627807,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.928182
1772465829.925516,1.640562,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.041866
1772465829.937929,1.652974,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.061937
1772465829.950408,1.665453,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.059100
1772465829.963211,1.678257,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.112866
1772465829.975908,1.690954,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.995800
1772465829.988573,1.703619,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.069039
1772465830.000687,1.715733,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.981610
1772465830.013102,1.728148,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.021504
1772465830.025684,1.740730,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.021485
1772465830.038158,1.753204,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.003275
1772465830.051172,1.766217,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.118719
1772465830.064845,1.779890,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.048448
1772465830.076114,1.791159,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.981031
1772465830.088796,1.803841,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.007105
1772465830.101013,1.816059,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.079601
1772465830.114517,1.829563,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.042951
1772465830.125019,1.840065,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.936102
1772465830.138814,1.853860,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.110656
1772465830.151315,1.866361,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.080565
1772465830.163619,1.878665,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.013810
1772465830.174948,1.889994,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.956861
1772465830.188283,1.903328,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.112273
1772465830.200620,1.915666,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.068182
1772465830.212223,1.927268,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.952107
1772465830.225074,1.940119,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.074958
1772465830.238245,1.953290,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.127422
1772465830.250778,1.965824,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.043305
1772465830.263271,1.978317,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.975167
1772465830.275482,1.990528,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.034176
1772465830.288335,2.003381,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.043333
1772465830.300988,2.016034,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.055317
1772465830.313931,2.028977,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.999280
1772465830.325183,2.040228,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.937916
1772465830.338434,2.053480,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.091769
1772465830.350733,2.065779,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.067194
1772465830.364132,2.079178,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.165911
1772465830.376374,2.091420,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.967600
1772465830.388982,2.104028,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.944765
1772465830.401272,2.116318,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.958487
1772465830.412539,2.127584,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.928703
1772465830.424869,2.139915,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.107566
1772465830.437621,2.152666,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.164147
1772465830.449749,2.164794,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.089674
1772465830.462469,2.177515,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.047582
1772465830.475028,2.190073,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.060250
1772465830.487471,2.202517,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.035857
1772465830.500191,2.215237,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.079032
1772465830.513051,2.228097,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.004994
1772465830.524746,2.239791,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.981863
1772465830.537135,2.252181,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.026071
1772465830.550283,2.265328,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.110303
1772465830.563726,2.278772,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.043630
1772465830.574750,2.289796,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.960295
1772465830.587690,2.302735,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.043919
1772465830.600286,2.315331,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.076605
1772465830.613568,2.328614,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.042334
1772465830.624762,2.339808,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.956368
1772465830.637873,2.352919,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.076764
1772465830.649812,2.364857,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.033512
1772465830.662930,2.377976,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.070799
1772465830.674550,2.389595,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.997809
1772465830.687580,2.402626,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.084239
1772465830.700087,2.415133,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.056647
1772465830.713393,2.428439,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.037268
1772465830.724756,2.439801,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.966831
1772465830.738076,2.453121,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.069641
1772465830.749853,2.464899,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.021836
1772465830.763387,2.478432,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.076818
1772465830.774682,2.489728,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.967770
1772465830.788011,2.503057,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.117555
1772465830.800674,2.515719,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.033001
1772465830.813807,2.528853,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.012011
1772465830.824895,2.539941,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.932844
1772465830.838608,2.553653,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.121461
1772465830.850913,2.565958,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.015517
1772465830.862870,2.577916,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.967340
1772465830.874965,2.590010,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.050954
1772465830.888344,2.603390,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.146402
1772465830.900942,2.615988,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.032600
1772465830.913475,2.628520,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.000409
1772465830.925043,2.640089,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.943523
1772465830.938419,2.653465,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.135882
1772465830.951129,2.666174,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.051157
1772465830.962617,2.677663,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.909691
1772465830.974926,2.689971,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.056348
1772465830.988152,2.703197,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.147692
1772465831.000829,2.715875,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.048448
1772465831.013297,2.728343,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.970095
1772465831.024859,2.739905,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.965003
1772465831.038053,2.753099,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.128737
1772465831.050728,2.765774,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.059119
1772465831.062325,2.777370,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.935491
1772465831.074844,2.789890,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.058879
1772465831.088140,2.803186,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.141984
1772465831.100617,2.815663,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.053889
1772465831.113610,2.828656,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.010231
1772465831.124922,2.839967,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.888977
1772465831.138083,2.853129,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.127816
1772465831.150643,2.865689,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.044250
1772465831.163774,2.878820,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.042731
1772465831.174779,2.889825,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.910609
1772465831.187237,2.902283,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.063748
1772465831.200426,2.915472,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.149784
1772465831.213461,2.928506,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.071861
1772465831.224719,2.939764,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.930512
1772465831.238123,2.953169,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.123948
1772465831.251227,2.966273,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.060420
1772465831.264118,2.979163,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.982302
1772465831.274698,2.989744,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.898832
1772465831.287387,3.002433,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.080253
1772465831.300619,3.015665,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.141253
1772465831.314337,3.029383,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.074314
1772465831.324931,3.039976,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.924300
1772465831.338210,3.053255,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.121669
1772465831.350549,3.065595,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.977777
1772465831.363779,3.078825,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.052319
1772465831.375276,3.090321,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.955774
1772465831.388020,3.103066,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.055369
1772465831.399695,3.114740,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.938423
1772465831.412907,3.127953,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.127379
1772465831.424692,3.139738,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.078263
1772465831.437887,3.152933,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.112501
1772465831.450484,3.165529,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.055581
1772465831.463052,3.178097,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.018309
1772465831.475031,3.190077,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.052631
1772465831.488420,3.203465,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.048741
1772465831.500605,3.215650,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.015039
1772465831.513361,3.228407,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.017982
1772465831.524989,3.240035,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.991544
1772465831.538104,3.253149,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.080248
1772465831.550179,3.265225,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.020096
1772465831.563229,3.278275,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.070237
1772465831.574679,3.289725,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.976313
1772465831.587699,3.302745,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.075618
1772465831.600213,3.315259,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.062238
1772465831.612211,3.327257,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.990869
1772465831.624643,3.339689,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.042956
1772465831.637720,3.352766,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.090447
1772465831.650141,3.365187,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.046754
1772465831.663115,3.378161,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.029434
1772465831.674585,3.389631,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.969558
1772465831.687689,3.402734,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.087096
1772465831.700132,3.415178,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.038246
1772465831.713009,3.428055,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.031236
1772465831.724693,3.439738,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.996176
1772465831.737139,3.452184,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.041010
1772465831.750258,3.465304,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.107121
1772465831.763114,3.478160,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.033346
1772465831.774664,3.489710,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.971406
1772465831.787792,3.502837,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.076059
1772465831.800916,3.515961,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.067960
1772465831.814256,3.529302,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.039764
1772465831.824818,3.539863,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.915988
1772465831.837176,3.552221,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.019611
1772465831.850361,3.565407,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.130128
1772465831.863218,3.578263,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.039676
1772465831.874625,3.589670,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,13.978134
1772465831.887811,3.602856,0.822727,0.306987,1.000000,0.000000,0.339961,1.561124,14.085856
