timestamp,elapsed_time,alpha,alpha_geo,alpha_vel,alpha_alignment
1772464902.863226,0.488930,0.853773,0.437180,0.938660,0.000000
1772464902.875929,0.501633,0.853717,0.437180,0.913927,0.000000
1772464902.887416,0.513119,0.852603,0.436460,0.882705,0.000000
1772464902.900693,0.526396,0.851799,0.436460,0.890059,0.000000
1772464902.913068,0.538772,0.850558,0.436460,0.876411,0.000000
1772464902.925936,0.551640,0.848789,0.436460,0.860347,0.000000
1772464902.937443,0.563147,0.846918,0.437180,0.854603,0.000000
1772464902.950619,0.576323,0.844980,0.436460,0.851152,0.000000
1772464902.963307,0.589010,0.843689,0.436460,0.865681,0.000000
1772464902.976183,0.601887,0.842763,0.436460,0.873890,0.000000
1772464902.987451,0.613154,0.842136,0.437180,0.880257,0.000000
1772464903.000850,0.626553,0.841023,0.436460,0.866643,0.000000
1772464903.013458,0.639161,0.840455,0.437180,0.879479,0.000000
1772464903.026404,0.652107,0.839363,0.436460,0.864926,0.000000
1772464903.038308,0.664012,0.838745,0.436460,0.876448,0.000000
1772464903.051768,0.677472,0.838102,0.436460,0.874898,0.000000
1772464903.063693,0.689397,0.837351,0.436460,0.871007,0.000000
1772464903.075421,0.701125,0.836736,0.437180,0.873008,0.000000
1772464903.088012,0.713716,0.835673,0.436460,0.860740,0.000000
1772464903.100312,0.726015,0.835153,0.436460,0.874027,0.000000
1772464903.112995,0.738698,0.834954,0.436460,0.882350,0.000000
1772464903.125695,0.751398,0.834989,0.437180,0.888060,0.000000
1772464903.138198,0.763901,0.834576,0.437180,0.875343,0.000000
1772464903.151441,0.777144,0.833150,0.437180,0.847730,0.000000
1772464903.162744,0.788448,0.830907,0.437180,0.825752,0.000000
1772464903.175753,0.801457,0.828280,0.436460,0.814774,0.000000
1772464903.187704,0.813407,0.825674,0.436460,0.812229,0.000000
1772464903.201010,0.826714,0.822265,0.437180,0.790610,0.000000
1772464903.213227,0.838930,0.819817,0.436460,0.808968,0.000000
1772464903.226022,0.851726,0.817600,0.436460,0.811440,0.000000
1772464903.238694,0.864397,0.815311,0.436460,0.807255,0.000000
1772464903.251797,0.877500,0.813295,0.437180,0.810169,0.000000
1772464903.264276,0.889979,0.811252,0.436460,0.807954,0.000000
1772464903.276077,0.901781,0.810108,0.436460,0.826585,0.000000
1772464903.287908,0.913612,0.809548,0.437180,0.838703,0.000000
1772464903.301038,0.926741,0.808765,0.437180,0.832535,0.000000
1772464903.313593,0.939297,0.807020,0.436460,0.809593,0.000000
1772464903.325727,0.951430,0.806019,0.436460,0.824920,0.000000
1772464903.337287,0.962991,0.804882,0.436460,0.820513,0.000000
1772464903.350504,0.976208,0.803608,0.437180,0.815253,0.000000
1772464903.363951,0.989655,0.802537,0.436460,0.819230,0.000000
1772464903.376671,1.002374,0.802232,0.437180,0.835664,0.000000
1772464903.387725,1.013429,0.801676,0.436460,0.829857,0.000000
1772464903.400892,1.026596,0.801713,0.436460,0.843846,0.000000
1772464903.413836,1.039539,0.801752,0.436460,0.843922,0.000000
1772464903.426019,1.051722,0.801745,0.436460,0.842831,0.000000
1772464903.438619,1.064322,0.801975,0.437180,0.848107,0.000000
1772464903.451632,1.077336,0.801786,0.437180,0.837816,0.000000
1772464903.464239,1.089942,0.800324,0.436460,0.808100,0.000000
1772464903.476710,1.102414,0.799653,0.436460,0.824797,0.000000
1772464903.488206,1.113909,0.799064,0.436460,0.825973,0.000000
1772464903.500778,1.126482,0.798344,0.436460,0.822170,0.000000
1772464903.513312,1.139016,0.797810,0.437180,0.824994,0.000000
1772464903.526117,1.151820,0.796989,0.436460,0.818301,0.000000
1772464903.537417,1.163121,0.796980,0.437180,0.836099,0.000000
1772464903.550744,1.176448,0.796427,0.436460,0.823643,0.000000
1772464903.563694,1.189397,0.796539,0.436460,0.839146,0.000000
1772464903.576352,1.202055,0.796722,0.436460,0.841047,0.000000
1772464903.587823,1.213527,0.796882,0.436460,0.840691,0.000000
1772464903.600883,1.226586,0.797204,0.436460,0.844988,0.000000
1772464903.613456,1.239159,0.797897,0.436460,0.854922,0.000000
1772464903.625932,1.251636,0.799032,0.436460,0.867609,0.000000
1772464903.637433,1.263137,0.800573,0.436460,0.880469,0.000000
1772464903.651046,1.276750,0.802472,0.437180,0.892324,0.000000
1772464903.663577,1.289281,0.803094,0.436460,0.859975,0.000000
1772464903.676419,1.302123,0.804010,0.436460,0.868756,0.000000
1772464903.687914,1.313617,0.805275,0.436460,0.879688,0.000000
1772464903.701481,1.327184,0.806694,0.436460,0.885881,0.000000
1772464903.713612,1.339316,0.808240,0.436460,0.891649,0.000000
1772464903.726810,1.352514,0.809953,0.436460,0.898928,0.000000
1772464903.737747,1.363451,0.811861,0.436460,0.907518,0.000000
1772464903.751575,1.377278,0.813975,0.437180,0.916301,0.000000
1772464903.764251,1.389955,0.815019,0.437180,0.886908,0.000000
1772464903.777028,1.402732,0.814454,0.436460,0.845484,0.000000
1772464903.787839,1.413543,0.814392,0.436460,0.857743,0.000000
1772464903.801861,1.427564,0.814409,0.437180,0.859046,0.000000
1772464903.814278,1.439982,0.814471,0.436460,0.860960,0.000000
1772464903.826908,1.452612,0.814864,0.437180,0.869256,0.000000
1772464903.837705,1.463408,0.815171,0.436460,0.868191,0.000000
1772464903.852018,1.477721,0.815714,0.436460,0.875081,0.000000
1772464903.863724,1.489428,0.815971,0.436460,0.867971,0.000000
1772464903.877090,1.502794,0.815983,0.436460,0.861728,0.000000
1772464903.888027,1.513730,0.816044,0.436460,0.863046,0.000000
1772464903.901186,1.526890,0.816390,0.436460,0.870830,0.000000
1772464903.913277,1.538980,0.817115,0.436460,0.881928,0.000000
1772464903.925559,1.551262,0.818197,0.436460,0.893354,0.000000
1772464903.937315,1.563019,0.819576,0.436460,0.903908,0.000000
1772464903.950414,1.576118,0.821190,0.436460,0.913400,0.000000
1772464903.962912,1.588615,0.822990,0.436460,0.921949,0.000000
1772464903.975533,1.601237,0.824933,0.436460,0.929679,0.000000
1772464903.987679,1.613382,0.827005,0.437180,0.936677,0.000000
1772464904.000547,1.626251,0.827977,0.437180,0.904231,0.000000
1772464904.012916,1.638620,0.827357,0.436460,0.860858,0.000000
1772464904.025697,1.651401,0.827165,0.436460,0.871610,0.000000
1772464904.037292,1.662995,0.826940,0.436460,0.870448,0.000000
1772464904.050389,1.676093,0.826436,0.436460,0.862582,0.000000
1772464904.062950,1.688654,0.825911,0.437180,0.860643,0.000000
1772464904.075678,1.701381,0.825092,0.436460,0.852922,0.000000
1772464904.087208,1.712912,0.824857,0.436460,0.867341,0.000000
1772464904.100437,1.726141,0.824915,0.436460,0.875087,0.000000
1772464904.112820,1.738524,0.825194,0.437180,0.880635,0.000000
1772464904.125901,1.751605,0.824920,0.436460,0.866413,0.000000
1772464904.137381,1.763085,0.825126,0.436460,0.879316,0.000000
1772464904.150650,1.776354,0.825537,0.436460,0.885460,0.000000
1772464904.163214,1.788918,0.826026,0.436460,0.888294,0.000000
1772464904.175827,1.801531,0.826641,0.436460,0.892705,0.000000
1772464904.187294,1.812998,0.827465,0.436460,0.899857,0.000000
1772464904.200339,1.826042,0.828529,0.436460,0.908501,0.000000
1772464904.212841,1.838545,0.829841,0.437180,0.917316,0.000000
1772464904.225683,1.851387,0.830151,0.437180,0.888641,0.000000
1772464904.237446,1.863150,0.828900,0.436460,0.847287,0.000000
1772464904.250511,1.876215,0.828167,0.436460,0.859091,0.000000
1772464904.262954,1.888658,0.827499,0.436460,0.859839,0.000000
1772464904.275907,1.901610,0.826636,0.436460,0.853852,0.000000
1772464904.287327,1.913030,0.825744,0.436460,0.851982,0.000000
1772464904.300491,1.926194,0.825099,0.436460,0.857254,0.000000
1772464904.313279,1.938982,0.824882,0.436460,0.867850,0.000000
1772464904.325989,1.951693,0.825119,0.436460,0.880143,0.000000
1772464904.337696,1.963400,0.825755,0.436460,0.891987,0.000000
1772464904.351051,1.976755,0.826718,0.436460,0.902724,0.000000
1772464904.363391,1.989094,0.827942,0.436460,0.912362,0.000000
1772464904.375914,2.001618,0.829376,0.436460,0.921045,0.000000
1772464904.387371,2.013074,0.830976,0.436460,0.928890,0.000000
1772464904.400136,2.025840,0.832705,0.436460,0.935976,0.000000
1772464904.412741,2.038444,0.834531,0.436460,0.942370,0.000000
1772464904.426257,2.051961,0.836428,0.436460,0.948131,0.000000
1772464904.438105,2.063809,0.838373,0.436460,0.953317,0.000000
1772464904.451315,2.077018,0.840347,0.436460,0.957986,0.000000
1772464904.464187,2.089891,0.842333,0.436460,0.962187,0.000000
1772464904.475992,2.101695,0.844320,0.436460,0.965968,0.000000
1772464904.488124,2.113828,0.846295,0.436460,0.969371,0.000000
1772464904.501604,2.127308,0.848250,0.436460,0.972433,0.000000
1772464904.513363,2.139067,0.850176,0.436460,0.975190,0.000000
1772464904.526133,2.151836,0.852068,0.436460,0.977671,0.000000
1772464904.538038,2.163741,0.853921,0.436460,0.979903,0.000000
1772464904.550475,2.176178,0.855731,0.436460,0.981913,0.000000
1772464904.564308,2.190012,0.857511,0.437180,0.983721,0.000000
1772464904.575958,2.201661,0.858183,0.436460,0.945405,0.000000
1772464904.587889,2.213593,0.858831,0.436460,0.945791,0.000000
1772464904.601061,2.226764,0.859548,0.436460,0.949386,0.000000
1772464904.612780,2.238483,0.860220,0.436460,0.949058,0.000000
1772464904.626071,2.251775,0.860841,0.436460,0.948439,0.000000
1772464904.637738,2.263442,0.861469,0.436460,0.949815,0.000000
1772464904.650834,2.276538,0.862154,0.436460,0.953042,0.000000
1772464904.663342,2.289045,0.862917,0.436460,0.957155,0.000000
1772464904.676332,2.302035,0.863752,0.436460,0.961314,0.000000
1772464904.687641,2.313344,0.864647,0.436460,0.965162,0.000000
1772464904.700838,2.326542,0.865586,0.436460,0.968628,0.000000
1772464904.713453,2.339157,0.866559,0.436460,0.971742,0.000000
1772464904.726459,2.352163,0.867554,0.436460,0.974548,0.000000
1772464904.737834,2.363538,0.868562,0.436460,0.977081,0.000000
1772464904.750758,2.376462,0.869577,0.436460,0.979367,0.000000
1772464904.763316,2.389019,0.870592,0.436460,0.981428,0.000000
1772464904.776302,2.402006,0.871601,0.436460,0.983285,0.000000
1772464904.787653,2.413357,0.872601,0.436460,0.984956,0.000000
1772464904.800890,2.426594,0.873604,0.437180,0.986460,0.000000
1772464904.812948,2.438652,0.873664,0.437180,0.951650,0.000000
1772464904.826101,2.451804,0.872428,0.437180,0.908090,0.000000
1772464904.837382,2.463086,0.869932,0.436460,0.870229,0.000000
1772464904.850442,2.476146,0.867853,0.436460,0.878343,0.000000
1772464904.862967,2.488671,0.865461,0.437180,0.866117,0.000000
1772464904.876113,2.501816,0.863509,0.436460,0.875628,0.000000
1772464904.887433,2.513137,0.861730,0.437180,0.877017,0.000000
1772464904.900986,2.526689,0.860156,0.436460,0.881009,0.000000
1772464904.913377,2.539080,0.858790,0.436460,0.884715,0.000000
1772464904.926301,2.552005,0.857302,0.437180,0.878574,0.000000
1772464904.937500,2.563204,0.855905,0.436460,0.879774,0.000000
1772464904.950705,2.576409,0.854931,0.437180,0.889196,0.000000
1772464904.963228,2.588931,0.853750,0.436460,0.882531,0.000000
1772464904.976154,2.601858,0.852905,0.436460,0.890524,0.000000
1772464904.987423,2.613126,0.851935,0.436460,0.885666,0.000000
1772464905.000920,2.626624,0.850811,0.436460,0.879904,0.000000
1772464905.013201,2.638904,0.849751,0.436460,0.880121,0.000000
1772464905.025942,2.651645,0.848962,0.436460,0.886341,0.000000
1772464905.037418,2.663121,0.848533,0.436460,0.895758,0.000000
1772464905.050762,2.676465,0.848454,0.436460,0.905731,0.000000
1772464905.063029,2.688732,0.848677,0.436460,0.915048,0.000000
1772464905.076141,2.701845,0.849148,0.436460,0.923447,0.000000
1772464905.087489,2.713193,0.849843,0.437180,0.931010,0.000000
1772464905.100738,2.726442,0.849412,0.436460,0.896991,0.000000
1772464905.113272,2.738975,0.849178,0.436460,0.902320,0.000000
1772464905.125728,2.751432,0.849210,0.436460,0.910179,0.000000
1772464905.137441,2.763144,0.849352,0.436460,0.913687,0.000000
1772464905.150392,2.776095,0.849578,0.436460,0.916596,0.000000
1772464905.163263,2.788967,0.849937,0.436460,0.921265,0.000000
1772464905.175878,2.801581,0.850467,0.436460,0.927497,0.000000
1772464905.187369,2.813072,0.851170,0.436460,0.934230,0.000000
1772464905.201269,2.826972,0.852025,0.436460,0.940704,0.000000
1772464905.213421,2.839124,0.853025,0.437180,0.946613,0.000000
1772464905.226522,2.852226,0.852925,0.436460,0.912067,0.000000
1772464905.237845,2.863548,0.852952,0.436460,0.915941,0.000000
1772464905.251145,2.876849,0.853181,0.436460,0.922526,0.000000
1772464905.263278,2.888982,0.853474,0.436460,0.925000,0.000000
1772464905.275770,2.901474,0.853810,0.436460,0.926946,0.000000
1772464905.287382,2.913085,0.854278,0.437439,0.930932,0.000000
1772464905.301169,2.926873,0.853768,0.437439,0.900341,0.000000
1772464905.313115,2.938819,0.851717,0.437366,0.856223,0.000000
1772464905.325779,2.951483,0.846309,0.437366,0.775542,0.000000
1772464905.337527,2.963230,0.837655,0.437366,0.707203,0.000000
1772464905.351537,2.977241,0.824795,0.410187,0.654729,0.000000
1772464905.363899,2.989603,0.808869,0.410642,0.594391,0.000000
1772464905.376435,3.002139,0.790230,0.410642,0.537943,0.000000
1772464905.387455,3.013159,0.769483,0.410717,0.487368,0.000000
1772464905.400958,3.026661,0.747244,0.412017,0.441524,0.000000
1772464905.413472,3.039176,0.724158,0.415381,0.401191,0.000000
1772464905.426457,3.052161,0.700416,0.415381,0.364165,0.000000
1772464905.438011,3.063715,0.676435,0.415381,0.332416,0.000000
1772464905.450804,3.076507,0.652640,0.415381,0.308031,0.000000
1772464905.463337,3.089041,0.629528,0.415381,0.295131,0.000000
1772464905.476013,3.101717,0.607719,0.417984,0.296341,0.000000
1772464905.487391,3.113094,0.588198,0.444089,0.299609,0.000000
1772464905.500561,3.126264,0.568674,0.444089,0.275781,0.000000
1772464905.513678,3.139381,0.549253,0.444089,0.252996,0.000000
1772464905.525582,3.151286,0.530145,0.443695,0.235035,0.000000
1772464905.537447,3.163150,0.512038,0.443695,0.236318,0.000000
1772464905.551010,3.176714,0.497509,0.468648,0.279915,0.000000
1772464905.563102,3.188806,0.482589,0.468648,0.252983,0.000000
1772464905.576083,3.201786,0.467455,0.467133,0.229477,0.000000
1772464905.587397,3.213100,0.453347,0.491581,0.212247,0.000000
1772464905.600526,3.226229,0.439140,0.490418,0.191334,0.000000
1772464905.613116,3.238819,0.425766,0.512855,0.172364,0.000000
1772464905.626095,3.251799,0.413216,0.533762,0.155798,0.000000
1772464905.637747,3.263450,0.400868,0.533762,0.143743,0.000000
1772464905.650709,3.276413,0.388773,0.532954,0.133864,0.000000
1772464905.663412,3.289115,0.377508,0.551396,0.122092,0.000000
1772464905.676139,3.301843,0.366160,0.541425,0.112501,0.000000
1772464905.687590,3.313293,0.355102,0.541425,0.103693,0.000000
1772464905.700923,3.326627,0.344109,0.531826,0.097115,0.000000
1772464905.713191,3.338894,0.333787,0.543258,0.089781,0.000000
1772464905.726091,3.351794,0.323470,0.530794,0.084450,0.000000
1772464905.737765,3.363468,0.313270,0.519568,0.080945,0.000000
1772464905.751054,3.376757,0.303133,0.506356,0.076585,0.000000
1772464905.763086,3.388790,0.293415,0.506356,0.072993,0.000000
1772464905.776131,3.401835,0.284128,0.506356,0.070696,0.000000
1772464905.787581,3.413284,0.274987,0.493176,0.070256,0.000000
1772464905.800355,3.426059,0.266020,0.479913,0.070760,0.000000
1772464905.813008,3.438711,0.257512,0.479913,0.071294,0.000000
1772464905.825813,3.451517,0.249253,0.469826,0.073075,0.000000
1772464905.837437,3.463140,0.241403,0.469826,0.072867,0.000000
1772464905.850552,3.476256,0.233684,0.456938,0.072977,0.000000
1772464905.863049,3.488753,0.226120,0.444345,0.073627,0.000000
1772464905.875615,3.501318,0.218954,0.444345,0.074659,0.000000
1772464905.887409,3.513113,0.212211,0.444345,0.078087,0.000000
1772464905.900546,3.526250,0.205957,0.444345,0.085792,0.000000
1772464905.913064,3.538768,0.200060,0.432177,0.100205,0.000000
1772464905.925736,3.551439,0.194731,0.432177,0.113482,0.000000
1772464905.937353,3.563057,0.190005,0.432177,0.128812,0.000000
1772464905.950328,3.576032,0.185703,0.420557,0.148671,0.000000
1772464905.963139,3.588843,0.181946,0.420557,0.162438,0.000000
1772464905.975931,3.601634,0.178437,0.409598,0.175837,0.000000
1772464905.987680,3.613384,0.174998,0.399398,0.181750,0.000000
1772464906.000709,3.626413,0.171520,0.393388,0.178992,0.000000
1772464906.013203,3.638906,0.168300,0.399398,0.176500,0.000000
1772464906.025919,3.651623,0.165015,0.390047,0.176197,0.000000
1772464906.037872,3.663576,0.161866,0.389677,0.175378,0.000000
1772464906.050867,3.676570,0.158723,0.383362,0.174962,0.000000
1772464906.062850,3.688553,0.155863,0.384179,0.179733,0.000000
1772464906.075505,3.701208,0.152815,0.373687,0.175286,0.000000
1772464906.087389,3.713093,0.149761,0.367232,0.174262,0.000000
1772464906.100432,3.726135,0.146660,0.361864,0.169824,0.000000
1772464906.113590,3.739294,0.143484,0.357617,0.162272,0.000000
1772464906.126199,3.751902,0.140241,0.354517,0.153266,0.000000
1772464906.137760,3.763463,0.136845,0.345968,0.143695,0.000000
1772464906.151024,3.776727,0.133361,0.340277,0.133516,0.000000
1772464906.163352,3.789056,0.129854,0.337553,0.123279,0.000000
1772464906.176241,3.801945,0.126434,0.341425,0.113407,0.000000
1772464906.187444,3.813148,0.123058,0.341425,0.104376,0.000000
1772464906.200538,3.826241,0.119748,0.341425,0.096837,0.000000
1772464906.213886,3.839590,0.116638,0.349250,0.091529,0.000000
1772464906.226232,3.851935,0.113765,0.358393,0.088405,0.000000
1772464906.237769,3.863473,0.111162,0.368802,0.086821,0.000000
1772464906.251104,3.876807,0.108847,0.380409,0.085957,0.000000
1772464906.263543,3.889246,0.106781,0.388181,0.086755,0.000000
1772464906.276007,3.901711,0.105312,0.415496,0.088871,0.000000
1772464906.287679,3.913382,0.103913,0.415496,0.088622,0.000000
1772464906.301009,3.926713,0.102864,0.430374,0.089030,0.000000
1772464906.313491,3.939194,0.102182,0.445873,0.089492,0.000000
1772464906.326261,3.951965,0.101872,0.461829,0.089645,0.000000
1772464906.337683,3.963387,0.101938,0.478065,0.089473,0.000000
1772464906.350958,3.976662,0.102380,0.494392,0.089047,0.000000
1772464906.363331,3.989035,0.102791,0.494392,0.088668,0.000000
1772464906.376149,4.001853,0.103484,0.501724,0.093364,0.000000
1772464906.387772,4.013476,0.104704,0.517415,0.098653,0.000000
1772464906.400887,4.026591,0.105980,0.517415,0.102790,0.000000
1772464906.413435,4.039139,0.107261,0.507890,0.114701,0.000000
1772464906.426228,4.051931,0.109319,0.522988,0.127609,0.000000
1772464906.437825,4.063529,0.111986,0.537573,0.134719,0.000000
1772464906.450619,4.076323,0.115052,0.551477,0.136043,0.000000
1772464906.463814,4.089518,0.118365,0.564545,0.133976,0.000000
1772464906.475999,4.101702,0.121875,0.579162,0.128949,0.000000
1772464906.488425,4.114129,0.125684,0.591852,0.128465,0.000000
1772464906.501242,4.126945,0.129815,0.603204,0.129748,0.000000
1772464906.513850,4.139554,0.133970,0.607551,0.130964,0.000000
1772464906.526206,4.151909,0.138612,0.617075,0.137643,0.000000
1772464906.537833,4.163537,0.142663,0.604258,0.142172,0.000000
1772464906.550612,4.176316,0.146986,0.614247,0.143115,0.000000
1772464906.563223,4.188926,0.151053,0.615348,0.141078,0.000000
1772464906.576276,4.201979,0.155084,0.624264,0.135958,0.000000
1772464906.587719,4.213423,0.158957,0.630453,0.130755,0.000000
1772464906.600618,4.226322,0.162375,0.631759,0.123535,0.000000
1772464906.613301,4.239005,0.164938,0.627539,0.111828,0.000000
1772464906.625825,4.251528,0.166525,0.617560,0.100992,0.000000
1772464906.637321,4.263024,0.167120,0.603415,0.091185,0.000000
1772464906.651288,4.276992,0.166724,0.584789,0.082373,0.000000
1772464906.663670,4.289373,0.165481,0.565527,0.074493,0.000000
1772464906.676549,4.302253,0.163440,0.542688,0.067495,0.000000
1772464906.687797,4.313501,0.159812,0.478104,0.061339,0.000000
1772464906.700625,4.326328,0.155767,0.452414,0.056104,0.000000
1772464906.713047,4.338750,0.151155,0.409914,0.051965,0.000000
1772464906.726245,4.351949,0.146151,0.366439,0.049156,0.000000
1772464906.737508,4.363212,0.141082,0.341061,0.046893,0.000000
1772464906.750498,4.376202,0.135968,0.313668,0.044416,0.000000
1772464906.763817,4.389521,0.130994,0.303664,0.041554,0.000000
1772464906.776122,4.401826,0.126043,0.279617,0.038385,0.000000
1772464906.787509,4.413212,0.121154,0.257697,0.034822,0.000000
1772464906.800730,4.426433,0.116243,0.218050,0.031503,0.000000
1772464906.813323,4.439027,0.111418,0.190621,0.028451,0.000000
1772464906.826080,4.451783,0.106742,0.172812,0.026115,0.000000
1772464906.837492,4.463195,0.102235,0.159571,0.024093,0.000000
1772464906.850648,4.476351,0.097968,0.165071,0.022164,0.000000
1772464906.862964,4.488668,0.093986,0.183500,0.020426,0.000000
1772464906.876260,4.501963,0.090219,0.188437,0.018930,0.000000
1772464906.887507,4.513211,0.086783,0.218582,0.017823,0.000000
1772464906.900617,4.526320,0.083591,0.232560,0.016999,0.000000
1772464906.913699,4.539402,0.080753,0.265294,0.016543,0.000000
1772464906.926652,4.552356,0.078185,0.284110,0.016426,0.000000
1772464906.937870,4.563573,0.076085,0.326563,0.016980,0.000000
1772464906.951224,4.576928,0.074087,0.325976,0.017294,0.000000
1772464906.963058,4.588762,0.072678,0.374161,0.019013,0.000000
1772464906.976093,4.601796,0.072049,0.426619,0.023374,0.000000
1772464906.987418,4.613122,0.072336,0.481375,0.024114,0.000000
1772464907.000780,4.626484,0.073061,0.507096,0.022285,0.000000
1772464907.013281,4.638985,0.074254,0.533064,0.020580,0.000000
1772464907.026310,4.652014,0.075886,0.556576,0.018844,0.000000
1772464907.037462,4.663166,0.077530,0.562116,0.017218,0.000000
1772464907.050820,4.676523,0.079061,0.562116,0.015903,0.000000
1772464907.063373,4.689077,0.080499,0.562386,0.014993,0.000000
1772464907.076257,4.701961,0.082378,0.583724,0.014121,0.000000
1772464907.087477,4.713180,0.084622,0.601883,0.013013,0.000000
1772464907.100750,4.726454,0.087149,0.616924,0.011871,0.000000
1772464907.113409,4.739113,0.089965,0.631905,0.010761,0.000000
1772464907.126126,4.751830,0.092691,0.634454,0.009827,0.000000
1772464907.137443,4.763147,0.095084,0.628877,0.008983,0.000000
1772464907.150811,4.776515,0.096954,0.615907,0.008257,0.000000
1772464907.163361,4.789064,0.098155,0.595719,0.007629,0.000000
1772464907.176116,4.801820,0.098500,0.564266,0.007263,0.000000
1772464907.187356,4.813060,0.097665,0.509079,0.007300,0.000000
1772464907.200808,4.826511,0.095474,0.417875,0.008854,0.000000
1772464907.214001,4.839704,0.092417,0.323233,0.009514,0.000000
1772464907.226040,4.851743,0.088885,0.230160,0.008825,0.000000
1772464907.237513,4.863216,0.085267,0.174432,0.008236,0.000000
1772464907.250794,4.876497,0.081748,0.153416,0.008123,0.000000
1772464907.263331,4.889034,0.078471,0.170333,0.008497,0.000000
1772464907.276182,4.901885,0.075552,0.214015,0.008591,0.000000
1772464907.287398,4.913102,0.073248,0.292518,0.008598,0.000000
1772464907.300919,4.926622,0.071681,0.365452,0.008660,0.000000
1772464907.313695,4.939399,0.070703,0.410991,0.008909,0.000000
1772464907.326169,4.951873,0.070247,0.445610,0.009592,0.000000
1772464907.337591,4.963294,0.070628,0.495169,0.010484,0.000000
1772464907.350718,4.976421,0.071733,0.532685,0.011159,0.000000
1772464907.363211,4.988914,0.073007,0.542368,0.011909,0.000000
1772464907.376096,5.001799,0.074666,0.561881,0.012088,0.000000
1772464907.387388,5.013092,0.076212,0.560563,0.012088,0.000000
1772464907.400588,5.026292,0.077630,0.557979,0.012533,0.000000
1772464907.413268,5.038972,0.078891,0.553151,0.013679,0.000000
1772464907.426007,5.051710,0.080099,0.551352,0.015890,0.000000
1772464907.437349,5.063052,0.081302,0.549694,0.019930,0.000000
1772464907.450874,5.076578,0.082504,0.542953,0.029191,0.000000
1772464907.464066,5.089770,0.083823,0.534464,0.045128,0.000000
1772464907.475443,5.101146,0.085862,0.527939,0.082120,0.000000
1772464907.487822,5.113526,0.089830,0.527939,0.148094,0.000000
1772464907.501048,5.126752,0.095624,0.516867,0.212944,0.000000
1772464907.513772,5.139475,0.103837,0.533345,0.257343,0.000000
1772464907.525539,5.151242,0.112543,0.516867,0.292210,0.000000
1772464907.537371,5.163074,0.122611,0.535716,0.307894,0.000000
1772464907.550322,5.176025,0.133777,0.546966,0.325636,0.000000
1772464907.562886,5.188589,0.145290,0.539799,0.348633,0.000000
1772464907.575760,5.201464,0.156357,0.515890,0.374767,0.000000
1772464907.587239,5.212942,0.166269,0.467780,0.412432,0.000000
1772464907.600380,5.226084,0.175294,0.423574,0.449772,0.000000
1772464907.612979,5.238683,0.180112,0.355487,0.447271,0.000000
1772464907.625747,5.251451,0.182066,0.329524,0.416384,0.000000
1772464907.637261,5.262965,0.180798,0.287525,0.375887,0.000000
